user_id,event_time,event_type,product_id,session_id,platform,ingestion_timestamp
user_965,2024-01-29 21:08:00,add_to_cart,product_45,session_722,web,2025-06-11T22:11:00.146879
user_475,2024-02-14 10:36:41,purchase,product_38,session_946,ios,2025-06-11T22:11:00.146879
user_459,2024-02-28 10:54:24,purchase,product_41,session_1192,android,2025-06-11T22:11:00.146879
user_98,2024-03-01 02:06:18,purchase,product_38,session_548,web,2025-06-11T22:11:00.146879
user_150,2024-01-05 12:02:43,page_view,,session_1939,android,2025-06-11T22:11:00.146879
user_970,2024-02-19 09:00:39,purchase,product_47,session_1010,web,2025-06-11T22:11:00.146879
user_526,2024-01-09 19:48:49,add_to_cart,product_3,session_1531,web,2025-06-11T22:11:00.146879
user_368,2024-01-28 14:13:44,"

login
",,session_562,tv,2025-06-11T22:11:00.146879
user_633,2024-01-11 10:41:40,purchase,product_5,session_1281,web,2025-06-11T22:11:00.146879
user_625,2024-01-02 12:04:33,page_view,,session_517,web,2025-06-11T22:11:00.146879
user_426,2024-01-27 02:20:17,purchase,product_43,session_389,web,2025-06-11T22:11:00.146879
user_673,2024-01-06 07:45:14,page_view,,session_220,web,2025-06-11T22:11:00.146879
user_442,2024-01-08 01:49:58,purchase,product_4,session_1516,ios,2025-06-11T22:11:00.146879
user_208,2024-02-02 23:59:29,page_view,,session_263,web,2025-06-11T22:11:00.146879
user_317,2024-01-09 23:23:18,page_view,,session_31,ios,2025-06-11T22:11:00.146879
user_110,2024-02-24 05:24:44,purchase,product_9,session_1247,android,2025-06-11T22:11:00.146879
user_422,2024-01-27 02:59:57,page_view,,session_427,tv,2025-06-11T22:11:00.146879
user_648,2024-01-17 23:14:44,purchase,product_49,session_1294,tv,2025-06-11T22:11:00.146879
user_852,2024-02-09 18:07:29,page_view,,session_717,android,2025-06-11T22:11:00.146879
user_976,2024-02-27 15:25:24,purchase,product_3,session_212,ios,2025-06-11T22:11:00.146879
user_642,2024-01-22 22:08:13,purchase,product_40,session_671,web,2025-06-11T22:11:00.146879
user_638,2024-01-04 19:39:17,add_to_cart,product_46,session_1235,tv,2025-06-11T22:11:00.146879
user_77,2024-01-16 23:56:35,page_view,,session_1655,ios,2025-06-11T22:11:00.146879
user_616,2024-03-01 21:22:34,page_view,,session_449,tv,2025-06-11T22:11:00.146879
user_471,2024-02-04 03:14:27,page_view,,session_415,web,2025-06-11T22:11:00.146879
user_871,2024-02-18 17:38:04,page_view,,session_411,web,2025-06-11T22:11:00.146879
user_709,2024-01-24 17:54:20,purchase,product_31,session_1484,web,2025-06-11T22:11:00.146879
user_449,2024-02-10 00:17:57,"

login
",,session_774,android,2025-06-11T22:11:00.146879
user_879,2024-02-02 19:44:42,purchase,product_20,session_1826,tv,2025-06-11T22:11:00.146879
user_325,2024-01-30 21:45:42,purchase,product_49,session_1699,android,2025-06-11T22:11:00.146879
user_541,2024-01-20 04:43:37,purchase,product_27,session_1443,android,2025-06-11T22:11:00.146879
user_781,2024-01-16 00:19:01,purchase,product_44,session_364,android,2025-06-11T22:11:00.146879
user_251,2024-02-27 11:52:28,page_view,,session_1137,android,2025-06-11T22:11:00.146879
user_327,2024-01-28 22:44:54,"

login
",,session_1450,android,2025-06-11T22:11:00.146879
user_26,2024-02-24 21:10:11,purchase,product_38,session_102,android,2025-06-11T22:11:00.146879
user_916,2024-02-11 22:40:29,add_to_cart,product_46,session_1029,tv,2025-06-11T22:11:00.146879
user_414,2024-01-21 17:54:50,page_view,,session_1224,web,2025-06-11T22:11:00.146879
user_691,2024-02-03 20:53:30,add_to_cart,product_37,session_1301,web,2025-06-11T22:11:00.146879
user_283,2024-02-17 03:06:56,add_to_cart,product_50,session_1902,android,2025-06-11T22:11:00.146879
user_982,2024-01-05 04:46:08,purchase,product_30,session_491,android,2025-06-11T22:11:00.146879
user_428,2024-02-02 17:39:14,add_to_cart,product_32,session_1162,tv,2025-06-11T22:11:00.146879
user_739,2024-02-01 04:48:59,page_view,,session_176,web,2025-06-11T22:11:00.146879
user_155,2024-02-02 21:38:32,"

login
",,session_496,web,2025-06-11T22:11:00.146879
user_183,2024-01-21 16:07:21,page_view,,session_93,ios,2025-06-11T22:11:00.146879
user_415,2024-02-02 00:52:32,add_to_cart,product_45,session_851,android,2025-06-11T22:11:00.146879
user_118,2024-02-29 03:09:16,page_view,,session_445,ios,2025-06-11T22:11:00.146879
user_183,2024-01-17 18:54:45,purchase,product_43,session_1595,android,2025-06-11T22:11:00.146879
user_877,2024-02-19 08:11:19,"

login
",,session_414,android,2025-06-11T22:11:00.146879
user_321,2024-02-03 08:54:27,page_view,,session_765,android,2025-06-11T22:11:00.146879
user_805,2024-02-17 23:36:04,purchase,product_20,session_1267,android,2025-06-11T22:11:00.146879
user_875,2024-01-09 22:18:46,page_view,,session_1946,android,2025-06-11T22:11:00.146879
user_355,2024-01-07 00:29:33,"

login
",,session_145,tv,2025-06-11T22:11:00.146879
user_143,2024-01-10 04:31:30,purchase,product_24,session_1784,android,2025-06-11T22:11:00.146879
user_953,2024-01-13 14:21:25,purchase,product_48,session_592,tv,2025-06-11T22:11:00.146879
user_560,2024-01-24 23:14:29,page_view,,session_1674,android,2025-06-11T22:11:00.146879
user_52,2024-01-17 04:27:21,"

login
",,session_7,ios,2025-06-11T22:11:00.146879
user_61,2024-01-11 04:37:18,purchase,product_36,session_858,tv,2025-06-11T22:11:00.146879
user_496,2024-02-09 23:08:26,page_view,,session_709,tv,2025-06-11T22:11:00.146879
user_640,2024-02-26 08:40:23,purchase,product_32,session_927,ios,2025-06-11T22:11:00.146879
user_385,2024-02-24 07:48:43,page_view,,session_1168,android,2025-06-11T22:11:00.146879
user_240,2024-02-17 01:50:27,purchase,product_44,session_1444,web,2025-06-11T22:11:00.146879
user_202,2024-01-23 22:45:13,page_view,,session_968,tv,2025-06-11T22:11:00.146879
user_865,2024-02-28 21:53:57,purchase,product_43,session_702,tv,2025-06-11T22:11:00.146879
user_147,2024-02-09 23:22:15,add_to_cart,product_5,session_1239,ios,2025-06-11T22:11:00.146879
user_10,2024-02-28 11:20:09,page_view,,session_1260,ios,2025-06-11T22:11:00.146879
user_508,2024-01-05 00:55:20,page_view,,session_252,tv,2025-06-11T22:11:00.146879
user_444,2024-01-09 12:47:42,page_view,,session_976,ios,2025-06-11T22:11:00.146879
user_359,2024-01-18 12:45:26,add_to_cart,product_48,session_139,ios,2025-06-11T22:11:00.146879
user_935,2024-01-21 15:25:57,page_view,,session_909,android,2025-06-11T22:11:00.146879
user_767,2024-01-03 17:17:09,add_to_cart,product_45,session_1216,ios,2025-06-11T22:11:00.146879
user_129,2024-02-26 18:07:27,page_view,,session_1683,android,2025-06-11T22:11:00.146879
user_179,2024-02-11 04:39:46,page_view,,session_1494,ios,2025-06-11T22:11:00.146879
user_77,2024-01-01 17:07:59,purchase,product_48,session_1347,web,2025-06-11T22:11:00.146879
user_174,2024-01-09 20:15:42,page_view,,session_1063,android,2025-06-11T22:11:00.146879
user_858,2024-02-25 10:34:20,"

login
",,session_1713,ios,2025-06-11T22:11:00.146879
user_717,2024-02-25 10:11:19,purchase,product_50,session_765,android,2025-06-11T22:11:00.146879
user_544,2024-01-31 16:22:31,purchase,product_24,session_802,android,2025-06-11T22:11:00.146879
user_486,2024-01-11 12:31:39,add_to_cart,product_1,session_409,tv,2025-06-11T22:11:00.146879
user_742,2024-01-21 14:07:40,purchase,product_14,session_588,android,2025-06-11T22:11:00.146879
user_499,2024-02-22 21:50:41,page_view,,session_409,android,2025-06-11T22:11:00.146879
user_366,2024-02-12 22:30:42,page_view,,session_1749,ios,2025-06-11T22:11:00.146879
user_914,2024-01-19 12:36:04,page_view,,session_1062,android,2025-06-11T22:11:00.146879
user_429,2024-02-18 05:40:14,purchase,product_25,session_49,web,2025-06-11T22:11:00.146879
user_891,2024-02-06 05:27:01,page_view,,session_35,tv,2025-06-11T22:11:00.146879
user_986,2024-01-16 23:29:08,add_to_cart,product_39,session_796,web,2025-06-11T22:11:00.146879
user_725,2024-01-27 10:58:42,"

login
",,session_1590,web,2025-06-11T22:11:00.146879
user_597,2024-01-06 04:17:11,purchase,product_9,session_915,tv,2025-06-11T22:11:00.146879
user_505,2024-02-09 15:21:16,add_to_cart,product_42,session_884,android,2025-06-11T22:11:00.146879
user_837,2024-02-19 19:01:06,page_view,,session_398,web,2025-06-11T22:11:00.146879
user_528,2024-01-22 13:02:24,purchase,product_13,session_609,android,2025-06-11T22:11:00.146879
user_448,2024-01-10 05:57:26,add_to_cart,product_30,session_216,web,2025-06-11T22:11:00.146879
user_175,2024-01-09 07:58:40,page_view,,session_1017,web,2025-06-11T22:11:00.146879
user_973,2024-01-30 13:01:30,page_view,,session_989,android,2025-06-11T22:11:00.146879
user_847,2024-02-24 12:27:37,"

login
",,session_522,tv,2025-06-11T22:11:00.146879
user_878,2024-01-14 03:43:18,purchase,product_43,session_11,web,2025-06-11T22:11:00.146879
user_833,2024-02-10 08:22:37,purchase,product_27,session_1979,tv,2025-06-11T22:11:00.146879
user_729,2024-02-21 05:53:06,purchase,product_14,session_676,tv,2025-06-11T22:11:00.146879
user_953,2024-01-27 12:37:28,add_to_cart,product_12,session_420,android,2025-06-11T22:11:00.146879
user_430,2024-01-26 02:28:17,add_to_cart,product_32,session_706,android,2025-06-11T22:11:00.146879
user_899,2024-02-24 17:20:41,add_to_cart,product_26,session_1717,android,2025-06-11T22:11:00.146879
user_734,2024-02-04 05:46:46,page_view,,session_1035,web,2025-06-11T22:11:00.146879
user_88,2024-02-18 23:56:13,add_to_cart,product_6,session_601,ios,2025-06-11T22:11:00.146879
user_667,2024-01-13 16:04:44,purchase,product_22,session_1894,web,2025-06-11T22:11:00.146879
user_25,2024-02-19 08:35:19,purchase,product_25,session_1197,android,2025-06-11T22:11:00.146879
user_51,2024-01-03 20:56:16,purchase,product_25,session_583,web,2025-06-11T22:11:00.146879
user_187,2024-02-25 05:06:05,add_to_cart,product_31,session_188,ios,2025-06-11T22:11:00.146879
user_576,2024-02-12 18:47:24,purchase,product_30,session_1011,android,2025-06-11T22:11:00.146879
user_805,2024-01-03 10:42:53,purchase,product_43,session_1265,tv,2025-06-11T22:11:00.146879
user_638,2024-02-12 04:00:55,add_to_cart,product_22,session_900,ios,2025-06-11T22:11:00.146879
user_803,2024-02-26 13:11:05,purchase,product_15,session_318,tv,2025-06-11T22:11:00.146879
user_537,2024-02-20 06:43:29,page_view,,session_493,ios,2025-06-11T22:11:00.146879
user_126,2024-01-29 06:42:23,add_to_cart,product_43,session_1200,tv,2025-06-11T22:11:00.146879
user_851,2024-02-05 12:56:13,page_view,,session_1182,android,2025-06-11T22:11:00.146879
user_756,2024-02-06 06:33:06,page_view,,session_471,web,2025-06-11T22:11:00.146879
user_388,2024-02-17 18:33:36,add_to_cart,product_38,session_1880,tv,2025-06-11T22:11:00.146879
user_58,2024-02-14 20:13:56,purchase,product_28,session_365,tv,2025-06-11T22:11:00.146879
user_555,2024-02-05 15:30:56,"

login
",,session_685,ios,2025-06-11T22:11:00.146879
user_274,2024-01-09 19:58:55,purchase,product_37,session_123,ios,2025-06-11T22:11:00.146879
user_198,2024-02-04 06:45:21,purchase,product_46,session_1119,ios,2025-06-11T22:11:00.146879
user_642,2024-02-24 19:16:00,add_to_cart,product_47,session_1183,tv,2025-06-11T22:11:00.146879
user_133,2024-01-24 18:57:07,purchase,product_3,session_1332,web,2025-06-11T22:11:00.146879
user_419,2024-01-18 12:19:17,page_view,,session_1793,ios,2025-06-11T22:11:00.146879
user_69,2024-01-09 11:24:50,page_view,,session_358,android,2025-06-11T22:11:00.146879
user_741,2024-01-25 05:38:08,page_view,,session_570,android,2025-06-11T22:11:00.146879
user_421,2024-01-31 16:39:40,add_to_cart,product_42,session_1456,android,2025-06-11T22:11:00.146879
user_455,2024-01-19 02:01:33,page_view,,session_1113,tv,2025-06-11T22:11:00.146879
user_839,2024-01-16 02:48:39,page_view,,session_375,ios,2025-06-11T22:11:00.146879
user_628,2024-01-28 13:42:00,page_view,,session_1149,web,2025-06-11T22:11:00.146879
user_993,2024-02-04 07:57:50,"

login
",,session_46,ios,2025-06-11T22:11:00.146879
user_446,2024-01-10 22:19:46,page_view,,session_757,ios,2025-06-11T22:11:00.146879
user_225,2024-01-10 21:49:14,add_to_cart,product_8,session_1377,tv,2025-06-11T22:11:00.146879
user_995,2024-01-13 09:08:43,page_view,,session_197,tv,2025-06-11T22:11:00.146879
user_475,2024-01-19 23:01:23,purchase,product_26,session_1789,android,2025-06-11T22:11:00.146879
user_222,2024-01-23 02:07:13,page_view,,session_155,android,2025-06-11T22:11:00.146879
user_862,2024-01-08 05:56:01,page_view,,session_386,ios,2025-06-11T22:11:00.146879
user_58,2024-03-01 20:53:46,add_to_cart,product_22,session_1564,web,2025-06-11T22:11:00.146879
user_820,2024-01-21 08:15:23,page_view,,session_99,web,2025-06-11T22:11:00.146879
user_213,2024-02-15 18:53:17,page_view,,session_1003,tv,2025-06-11T22:11:00.146879
user_85,2024-01-08 18:44:06,page_view,,session_1233,android,2025-06-11T22:11:00.146879
user_436,2024-02-03 09:50:35,page_view,,session_42,tv,2025-06-11T22:11:00.146879
user_933,2024-01-24 05:55:36,page_view,,session_209,tv,2025-06-11T22:11:00.146879
user_436,2024-02-04 01:30:50,page_view,,session_1314,android,2025-06-11T22:11:00.146879
user_566,2024-01-16 18:15:57,purchase,product_27,session_506,web,2025-06-11T22:11:00.146879
user_851,2024-02-14 07:55:24,add_to_cart,product_23,session_765,tv,2025-06-11T22:11:00.146879
user_318,2024-02-16 11:59:59,add_to_cart,product_4,session_1953,ios,2025-06-11T22:11:00.146879
user_839,2024-01-01 08:09:34,page_view,,session_836,web,2025-06-11T22:11:00.146879
user_866,2024-02-01 01:48:33,"

login
",,session_710,web,2025-06-11T22:11:00.146879
user_580,2024-03-01 13:08:40,page_view,,session_63,tv,2025-06-11T22:11:00.146879
user_351,2024-01-18 06:32:26,page_view,,session_1563,android,2025-06-11T22:11:00.146879
user_808,2024-02-07 02:17:59,purchase,product_34,session_1626,tv,2025-06-11T22:11:00.146879
user_134,2024-02-27 01:48:34,page_view,,session_1813,web,2025-06-11T22:11:00.146879
user_691,2024-02-19 19:18:15,page_view,,session_275,web,2025-06-11T22:11:00.146879
user_209,2024-01-14 20:37:41,add_to_cart,product_13,session_1346,ios,2025-06-11T22:11:00.146879
user_216,2024-01-29 03:28:47,purchase,product_17,session_1289,ios,2025-06-11T22:11:00.146879
user_575,2024-02-28 01:11:12,add_to_cart,product_43,session_1403,tv,2025-06-11T22:11:00.146879
user_560,2024-01-04 03:06:44,purchase,product_35,session_307,web,2025-06-11T22:11:00.146879
user_149,2024-01-07 15:34:22,"

login
",,session_1065,ios,2025-06-11T22:11:00.146879
user_467,2024-01-26 16:14:07,page_view,,session_1457,web,2025-06-11T22:11:00.146879
user_153,2024-02-09 15:48:11,page_view,,session_1303,web,2025-06-11T22:11:00.146879
user_309,2024-02-21 19:13:12,page_view,,session_1441,web,2025-06-11T22:11:00.146879
user_842,2024-02-06 13:49:43,add_to_cart,product_35,session_1894,tv,2025-06-11T22:11:00.146879
user_178,2024-01-30 09:16:17,add_to_cart,product_23,session_247,web,2025-06-11T22:11:00.146879
user_180,2024-01-23 07:10:18,"

login
",,session_344,web,2025-06-11T22:11:00.146879
user_960,2024-02-11 23:04:18,purchase,product_1,session_1504,tv,2025-06-11T22:11:00.146879
user_203,2024-01-31 20:53:37,purchase,product_25,session_777,tv,2025-06-11T22:11:00.146879
user_503,2024-01-29 08:30:31,page_view,,session_1254,web,2025-06-11T22:11:00.146879
user_498,2024-01-20 21:50:01,purchase,product_31,session_1203,web,2025-06-11T22:11:00.146879
user_87,2024-01-17 13:17:11,"

login
",,session_1360,web,2025-06-11T22:11:00.146879
user_151,2024-01-10 01:25:56,purchase,product_18,session_1963,tv,2025-06-11T22:11:00.146879
user_326,2024-01-18 11:19:08,page_view,,session_1645,web,2025-06-11T22:11:00.146879
user_145,2024-01-30 01:19:47,purchase,product_50,session_114,tv,2025-06-11T22:11:00.146879
user_662,2024-01-02 10:58:16,page_view,,session_19,ios,2025-06-11T22:11:00.146879
user_656,2024-02-28 22:15:13,page_view,,session_220,android,2025-06-11T22:11:00.146879
user_193,2024-01-31 08:52:40,page_view,,session_1249,tv,2025-06-11T22:11:00.146879
user_324,2024-02-14 22:23:06,purchase,product_15,session_791,tv,2025-06-11T22:11:00.146879
user_596,2024-02-26 04:10:17,purchase,product_32,session_446,android,2025-06-11T22:11:00.146879
user_977,2024-01-20 16:48:50,page_view,,session_1498,tv,2025-06-11T22:11:00.146879
user_490,2024-01-04 19:42:35,page_view,,session_593,android,2025-06-11T22:11:00.146879
user_319,2024-02-20 03:10:53,add_to_cart,product_9,session_1351,web,2025-06-11T22:11:00.146879
user_10,2024-02-05 04:41:28,page_view,,session_788,web,2025-06-11T22:11:00.146879
user_864,2024-01-25 17:34:05,page_view,,session_1887,ios,2025-06-11T22:11:00.146879
user_102,2024-02-24 01:19:08,add_to_cart,product_20,session_380,tv,2025-06-11T22:11:00.146879
user_897,2024-01-13 09:29:40,purchase,product_6,session_1512,android,2025-06-11T22:11:00.146879
user_674,2024-01-22 00:32:44,page_view,,session_1281,ios,2025-06-11T22:11:00.146879
user_8,2024-01-27 16:11:38,page_view,,session_208,web,2025-06-11T22:11:00.146879
user_985,2024-02-15 14:50:20,page_view,,session_1522,android,2025-06-11T22:11:00.146879
user_156,2024-02-17 05:26:50,"

login
",,session_1905,ios,2025-06-11T22:11:00.146879
user_666,2024-01-17 11:36:07,purchase,product_8,session_1222,ios,2025-06-11T22:11:00.146879
user_157,2024-02-10 11:33:16,purchase,product_15,session_1917,android,2025-06-11T22:11:00.146879
user_52,2024-01-29 15:42:48,page_view,,session_552,android,2025-06-11T22:11:00.146879
user_700,2024-02-07 07:46:12,add_to_cart,product_28,session_1900,ios,2025-06-11T22:11:00.146879
user_7,2024-02-23 22:31:27,page_view,,session_1151,tv,2025-06-11T22:11:00.146879
user_315,2024-02-26 13:30:45,purchase,product_3,session_237,web,2025-06-11T22:11:00.146879
user_437,2024-02-06 10:20:50,"

login
",,session_1315,ios,2025-06-11T22:11:00.146879
user_485,2024-02-10 16:31:28,purchase,product_30,session_109,ios,2025-06-11T22:11:00.146879
user_26,2024-01-28 23:33:59,purchase,product_38,session_169,ios,2025-06-11T22:11:00.146879
user_319,2024-02-03 14:03:26,purchase,product_29,session_198,web,2025-06-11T22:11:00.146879
user_499,2024-03-01 20:02:26,page_view,,session_124,tv,2025-06-11T22:11:00.146879
user_103,2024-02-01 07:44:41,"

login
",,session_575,tv,2025-06-11T22:11:00.146879
user_899,2024-01-21 04:50:32,page_view,,session_1641,ios,2025-06-11T22:11:00.146879
user_631,2024-01-21 11:44:29,add_to_cart,product_28,session_896,android,2025-06-11T22:11:00.146879
user_463,2024-02-17 11:59:57,page_view,,session_957,ios,2025-06-11T22:11:00.146879
user_880,2024-01-11 17:48:05,page_view,,session_30,tv,2025-06-11T22:11:00.146879
user_367,2024-02-15 01:19:19,add_to_cart,product_21,session_918,android,2025-06-11T22:11:00.146879
user_703,2024-01-13 08:02:12,page_view,,session_732,web,2025-06-11T22:11:00.146879
user_874,2024-01-07 09:22:57,add_to_cart,product_4,session_1762,ios,2025-06-11T22:11:00.146879
user_534,2024-02-28 12:22:56,add_to_cart,product_13,session_1181,web,2025-06-11T22:11:00.146879
user_476,2024-02-07 20:54:54,page_view,,session_340,web,2025-06-11T22:11:00.146879
user_812,2024-01-17 04:04:48,page_view,,session_145,web,2025-06-11T22:11:00.146879
user_121,2024-01-04 21:54:21,add_to_cart,product_15,session_306,ios,2025-06-11T22:11:00.146879
user_652,2024-02-11 03:42:50,page_view,,session_677,web,2025-06-11T22:11:00.146879
user_806,2024-01-27 06:11:45,purchase,product_47,session_1446,tv,2025-06-11T22:11:00.146879
user_672,2024-02-14 17:50:34,purchase,product_12,session_1348,tv,2025-06-11T22:11:00.146879
user_232,2024-01-05 19:24:38,purchase,product_8,session_1410,web,2025-06-11T22:11:00.146879
user_261,2024-02-26 15:14:40,purchase,product_28,session_1248,android,2025-06-11T22:11:00.146879
user_502,2024-01-06 02:26:11,add_to_cart,product_33,session_508,ios,2025-06-11T22:11:00.146879
user_473,2024-02-19 09:53:12,purchase,product_45,session_1782,web,2025-06-11T22:11:00.146879
user_535,2024-02-24 09:10:57,page_view,,session_1886,web,2025-06-11T22:11:00.146879
user_595,2024-01-01 21:36:58,page_view,,session_527,web,2025-06-11T22:11:00.146879
user_757,2024-02-08 06:38:56,purchase,product_1,session_124,tv,2025-06-11T22:11:00.146879
user_589,2024-02-07 16:32:37,add_to_cart,product_31,session_337,android,2025-06-11T22:11:00.146879
user_309,2024-01-02 16:29:10,purchase,product_45,session_962,android,2025-06-11T22:11:00.146879
user_177,2024-02-22 21:12:36,purchase,product_49,session_656,android,2025-06-11T22:11:00.146879
user_96,2024-01-27 14:39:39,purchase,product_24,session_1412,ios,2025-06-11T22:11:00.146879
user_891,2024-01-17 07:26:21,"

login
",,session_725,android,2025-06-11T22:11:00.146879
user_272,2024-02-26 06:07:40,add_to_cart,product_29,session_1881,android,2025-06-11T22:11:00.146879
user_587,2024-01-26 14:40:23,page_view,,session_322,ios,2025-06-11T22:11:00.146879
user_311,2024-02-14 09:58:43,add_to_cart,product_35,session_1057,web,2025-06-11T22:11:00.146879
user_220,2024-01-23 02:00:18,page_view,,session_1688,web,2025-06-11T22:11:00.146879
user_708,2024-02-23 19:15:48,purchase,product_17,session_974,web,2025-06-11T22:11:00.146879
user_854,2024-02-18 17:09:05,purchase,product_10,session_1703,web,2025-06-11T22:11:00.146879
user_547,2024-02-11 21:57:00,purchase,product_31,session_634,android,2025-06-11T22:11:00.146879
user_643,2024-02-08 07:47:43,page_view,,session_229,web,2025-06-11T22:11:00.146879
user_141,2024-02-13 02:20:25,page_view,,session_794,ios,2025-06-11T22:11:00.146879
user_384,2024-02-09 10:44:52,add_to_cart,product_40,session_1578,android,2025-06-11T22:11:00.146879
user_137,2024-02-28 11:56:36,page_view,,session_1220,tv,2025-06-11T22:11:00.146879
user_943,2024-01-30 00:19:00,purchase,product_28,session_470,tv,2025-06-11T22:11:00.146879
user_674,2024-01-08 00:51:18,page_view,,session_687,web,2025-06-11T22:11:00.146879
user_988,2024-01-11 00:20:54,page_view,,session_214,ios,2025-06-11T22:11:00.146879
user_425,2024-02-14 21:52:47,page_view,,session_1228,web,2025-06-11T22:11:00.146879
user_99,2024-01-23 04:39:22,purchase,product_48,session_396,android,2025-06-11T22:11:00.146879
user_689,2024-02-09 10:26:33,purchase,product_2,session_1166,ios,2025-06-11T22:11:00.146879
user_370,2024-02-21 15:39:10,page_view,,session_1856,tv,2025-06-11T22:11:00.146879
user_920,2024-01-07 13:35:08,page_view,,session_1518,android,2025-06-11T22:11:00.146879
user_701,2024-02-12 02:36:34,add_to_cart,product_17,session_959,android,2025-06-11T22:11:00.146879
user_139,2024-01-06 04:02:24,page_view,,session_392,ios,2025-06-11T22:11:00.146879
user_795,2024-02-05 11:07:54,purchase,product_34,session_1885,tv,2025-06-11T22:11:00.146879
user_860,2024-01-02 06:04:14,purchase,product_11,session_1511,web,2025-06-11T22:11:00.146879
user_785,2024-02-19 20:52:58,page_view,,session_1875,ios,2025-06-11T22:11:00.146879
user_477,2024-01-17 18:16:07,page_view,,session_468,web,2025-06-11T22:11:00.146879
user_799,2024-02-14 03:11:26,"

login
",,session_1308,web,2025-06-11T22:11:00.146879
user_387,2024-02-12 10:36:46,add_to_cart,product_4,session_316,ios,2025-06-11T22:11:00.146879
user_565,2024-03-01 17:25:48,purchase,product_37,session_1914,tv,2025-06-11T22:11:00.146879
user_827,2024-01-24 01:01:28,page_view,,session_133,web,2025-06-11T22:11:00.146879
user_844,2024-01-27 06:12:39,add_to_cart,product_28,session_973,ios,2025-06-11T22:11:00.146879
user_914,2024-01-26 11:05:44,page_view,,session_1681,tv,2025-06-11T22:11:00.146879
user_924,2024-02-02 18:36:08,add_to_cart,product_31,session_1030,web,2025-06-11T22:11:00.146879
user_279,2024-01-13 16:08:43,"

login
",,session_1078,android,2025-06-11T22:11:00.146879
user_741,2024-02-26 21:33:38,page_view,,session_1120,android,2025-06-11T22:11:00.146879
user_414,2024-01-04 22:58:48,page_view,,session_1452,tv,2025-06-11T22:11:00.146879
user_731,2024-02-27 07:58:20,page_view,,session_122,ios,2025-06-11T22:11:00.146879
user_31,2024-02-20 02:16:21,page_view,,session_1494,ios,2025-06-11T22:11:00.146879
user_604,2024-01-26 10:32:45,page_view,,session_1014,android,2025-06-11T22:11:00.146879
user_72,2024-01-15 06:56:44,page_view,,session_1454,tv,2025-06-11T22:11:00.146879
user_726,2024-02-09 11:04:29,purchase,product_41,session_1171,tv,2025-06-11T22:11:00.146879
user_971,2024-02-19 12:45:19,add_to_cart,product_27,session_1488,ios,2025-06-11T22:11:00.146879
user_716,2024-02-21 01:56:52,page_view,,session_1019,ios,2025-06-11T22:11:00.146879
user_517,2024-01-10 11:02:33,"

login
",,session_40,android,2025-06-11T22:11:00.146879
user_904,2024-02-11 09:24:18,page_view,,session_1364,tv,2025-06-11T22:11:00.146879
user_915,2024-02-10 02:57:43,"

login
",,session_1752,ios,2025-06-11T22:11:00.146879
user_429,2024-01-13 20:14:19,page_view,,session_413,tv,2025-06-11T22:11:00.146879
user_217,2024-01-29 02:57:51,purchase,product_8,session_1329,tv,2025-06-11T22:11:00.146879
user_876,2024-01-12 03:20:25,purchase,product_12,session_1513,tv,2025-06-11T22:11:00.146879
user_926,2024-01-28 20:40:24,purchase,product_6,session_1789,android,2025-06-11T22:11:00.146879
user_768,2024-01-09 19:54:57,"

login
",,session_85,android,2025-06-11T22:11:00.146879
user_52,2024-01-24 23:42:08,page_view,,session_1358,android,2025-06-11T22:11:00.146879
user_2,2024-01-18 23:57:01,"

login
",,session_687,tv,2025-06-11T22:11:00.146879
user_336,2024-01-09 21:23:54,page_view,,session_1652,android,2025-06-11T22:11:00.146879
user_570,2024-01-21 21:10:59,page_view,,session_978,tv,2025-06-11T22:11:00.146879
user_929,2024-02-04 07:42:42,page_view,,session_76,ios,2025-06-11T22:11:00.146879
user_391,2024-01-05 22:05:32,add_to_cart,product_1,session_1693,android,2025-06-11T22:11:00.146879
user_432,2024-01-14 23:47:42,page_view,,session_953,android,2025-06-11T22:11:00.146879
user_641,2024-01-15 18:13:58,add_to_cart,product_22,session_528,web,2025-06-11T22:11:00.146879
user_99,2024-02-23 08:50:00,add_to_cart,product_15,session_1682,tv,2025-06-11T22:11:00.146879
user_420,2024-01-13 01:56:26,purchase,product_3,session_1674,android,2025-06-11T22:11:00.146879
user_472,2024-02-08 07:47:36,purchase,product_17,session_1530,android,2025-06-11T22:11:00.146879
user_901,2024-02-24 08:28:38,add_to_cart,product_6,session_1151,ios,2025-06-11T22:11:00.146879
user_472,2024-03-01 16:11:05,page_view,,session_300,web,2025-06-11T22:11:00.146879
user_458,2024-01-17 14:07:10,page_view,,session_638,ios,2025-06-11T22:11:00.146879
user_63,2024-01-21 12:01:25,page_view,,session_9,tv,2025-06-11T22:11:00.146879
user_257,2024-01-28 13:37:02,page_view,,session_388,ios,2025-06-11T22:11:00.146879
user_22,2024-02-04 18:20:29,page_view,,session_860,android,2025-06-11T22:11:00.146879
user_827,2024-02-15 11:57:17,page_view,,session_1277,tv,2025-06-11T22:11:00.146879
user_707,2024-02-21 15:53:24,"

login
",,session_1721,android,2025-06-11T22:11:00.146879
user_161,2024-01-20 03:40:48,add_to_cart,product_13,session_1167,tv,2025-06-11T22:11:00.146879
user_430,2024-01-30 07:40:30,page_view,,session_504,android,2025-06-11T22:11:00.146879
